Income,Age,HasDebt,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,IsSoftwareDev
100000,28,1,0,English,married or domestic partnership,bachelor's degree,Physics,more than 1 million,Canada,Canada,finance,Self-employed business owner,male,1
NA,16,0,0,English,NA,some high school,NA,more than 1 million,India,India,NA,Not working but looking for work,male,1
NA,22,1,0,Indonesian,"single, never married","some college credit, no degree",NA,more than 1 million,Indonesia,Indonesia,NA,Doing an unpaid internship,male,1
NA,20,0,0,Spanish,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Dominican Republic,Dominican Republic,NA,Not working but looking for work,male,1
90000,46,0,1,Turkish,separated,bachelor's degree,Electrical and Electronics Engineering,"less than 100,000",Germany,Germany,software development and IT,Employed for wages,male,1
NA,25,0,0,Spanish,NA,no high school (secondary school),NA,more than 1 million,Argentina,NA,NA,Not working but looking for work,male,1
40000,26,1,0,English,NA,bachelor's degree,Business Administration and Management,"between 100,000 and 1 million",Canada,Canada,sales,Employed for wages,male,1
30000,22,1,1,Portuguese,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,law enforcement and fire and rescue,Employed for wages,male,0
NA,16,0,1,English,NA,some high school,NA,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,1
NA,18,0,0,Croatian,NA,some high school,NA,"less than 100,000",Croatia,Croatia,NA,Unable to work,male,1
125000,22,0,0,English,NA,bachelor's degree,Computer Science,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
20000,27,0,0,Portuguese,NA,bachelor's degree,Economics and Econometrics,more than 1 million,Brazil,Brazil,finance,Employed for wages,male,1
55000,22,0,0,English,NA,"trade, technical, or vocational training",NA,"less than 100,000",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,0
25000,37,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
54000,44,1,1,English,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,23,0,0,English,NA,high school diploma or equivalent (GED),NA,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,1
NA,20,0,0,Gujarati,NA,bachelor's degree,Software Engineering,more than 1 million,India,India,NA,Doing an unpaid internship,male,1
12000,27,0,0,Russian,NA,master's degree (non-professional),Electrical and Electronics Engineering,"between 100,000 and 1 million",Russia,Russia,software development and IT,Employed for wages,male,1
6000,27,0,0,Serbian,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Serbia,Serbia,software development and IT,Employed for wages,male,1
20000,27,1,0,English,NA,associate's degree,Design and Visual Communications,"between 100,000 and 1 million",United States of America,Norway,"arts, entertainment, sports, or media",Employed for wages,female,1
NA,23,0,0,Polish,NA,"some college credit, no degree",NA,more than 1 million,Poland,Poland,NA,Not working but looking for work,male,1
100000,49,1,0,English,married or domestic partnership,bachelor's degree,Graphic Design,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,26,0,0,Portuguese,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Portugal,Portugal,NA,Not working but looking for work,male,1
10000,27,0,0,Portuguese,NA,"professional degree (MBA, MD, JD, etc.)",Computer Systems Analysis,"between 100,000 and 1 million",Brazil,Brazil,software development and IT,Employed for wages,male,1
60000,25,0,1,Spanish,NA,master's degree (non-professional),International Relations,more than 1 million,United States of America,Senegal,legal,Employed for wages,female,1
NA,21,0,NA,NA,NA,bachelor's degree,NA,more than 1 million,India,NA,NA,Not working but looking for work,male,1
NA,26,0,0,Lithuanian,"single, never married",bachelor's degree,Computer Programming,"between 100,000 and 1 million",Lithuania,Lithuania,NA,Not working but looking for work,male,1
NA,28,0,0,Hindi,NA,bachelor's degree,Electrical and Electronics Engineering,"less than 100,000",India,India,NA,Not working but looking for work,male,1
NA,31,1,0,English,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,1
NA,28,1,1,English,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,NA,Not working and not looking for work,male,1
57000,52,1,1,English,married or domestic partnership,"trade, technical, or vocational training",NA,more than 1 million,United States of America,United States of America,NA,Employed for wages,male,1
NA,38,1,1,English,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,education,Employed for wages,male,1
90000,30,0,0,English,NA,master's degree (non-professional),Economics,more than 1 million,United States of America,United States of America,software development and IT,Self-employed business owner,male,1
NA,22,NA,0,Spanish,NA,NA,NA,"less than 100,000",Argentina,Argentina,NA,Employed for wages,male,1
25000,28,0,0,English,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Canada,Canada,"arts, entertainment, sports, or media",Employed for wages,female,1
6000,25,1,0,Kannada,NA,bachelor's degree,Industrial and Engineering Management,more than 1 million,India,India,software development and IT,Employed for wages,male,1
NA,22,1,NA,Spanish,NA,bachelor's degree,Systems Engineering,"between 100,000 and 1 million",Venezuela,Venezuela,software development and IT,Self-employed freelancer,male,1
7500,54,1,0,Arabic,married or domestic partnership,bachelor's degree,Economics and Econometrics,more than 1 million,Sudan,Saudi Arabia,office and administrative support,Employed for wages,male,1
80000,40,1,0,Danish,NA,"some college credit, no degree",NA,more than 1 million,Denmark,Denmark,software development and IT,Employed for wages,male,0
NA,31,NA,1,English,NA,"professional degree (MBA, MD, JD, etc.)",Computer Systems Networking and Telecommunications,"less than 100,000",India,United States of America,software development and IT,Employed for wages,male,1
15000,21,1,0,English,NA,associate's degree,Computer and Information Studies,"between 100,000 and 1 million",United States of America,United States of America,sales,Employed for wages,male,1
50000,29,1,0,English,NA,bachelor's degree,English,more than 1 million,United States of America,United States of America,education,Employed for wages,male,1
40000,31,1,0,English,NA,master's degree (non-professional),Statistics,"between 100,000 and 1 million",United Kingdom,United Kingdom,education,Employed for wages,male,1
43000,26,0,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,1
10000,33,0,0,English,NA,"professional degree (MBA, MD, JD, etc.)",Systems Engineering,more than 1 million,Nigeria,Nigeria,software development and IT,Employed for wages,male,1
NA,NA,0,1,English,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",United States of America,United States of America,NA,NA,NA,1
NA,25,1,0,Lithuanian,"single, never married","some college credit, no degree",NA,"less than 100,000",Lithuania,Lithuania,NA,Not working but looking for work,male,1
50000,27,1,0,English,NA,bachelor's degree,Philosophy,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,1
NA,18,0,0,Arabic,NA,"some college credit, no degree",NA,more than 1 million,Lebanon,Lebanon,NA,Not working but looking for work,male,1
30000,28,0,0,English,NA,master's degree (non-professional),Linguistics,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,female,1
40000,44,0,0,English,married or domestic partnership,bachelor's degree,Computer Science,"between 100,000 and 1 million",United States of America,United States of America,health care,Self-employed business owner,female,1
25000,44,1,1,English,divorced,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,1
NA,16,0,0,Croatian,NA,some high school,NA,"less than 100,000",Croatia,Ireland,NA,Not working but looking for work,male,1
82500,26,1,1,Spanish,NA,bachelor's degree,Finance,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,47,0,0,English,married or domestic partnership,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,1
45000,27,1,0,English,NA,associate's degree,Liberal Arts,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1
50000,25,1,0,English,married or domestic partnership,some high school,NA,"between 100,000 and 1 million",New Zealand,Australia,NA,Employed for wages,male,1
34000,28,1,1,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,NA,NA,0,NA,NA,NA,NA,more than 1 million,NA,NA,NA,NA,NA,1
128000,34,0,0,Urdu,married or domestic partnership,master's degree (non-professional),Computer Systems Analysis,"between 100,000 and 1 million",Pakistan,Saudi Arabia,NA,Employed for wages,male,1
NA,15,0,0,English,NA,no high school (secondary school),NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,female,0
NA,20,0,0,Haryanvi,NA,high school diploma or equivalent (GED),NA,more than 1 million,India,India,NA,Not working but looking for work,male,0
NA,41,0,0,English,NA,master's degree (non-professional),Speech Language Pathology,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,female,1
26000,22,0,0,Dutch,NA,"professional degree (MBA, MD, JD, etc.)","Banking, Corporate, and Tax Law","less than 100,000",Belgium,Belgium,finance,Employed for wages,male,1
15500,24,1,0,English,NA,bachelor's degree,Music Teacher Education,"between 100,000 and 1 million",United States of America,United States of America,education,Employed for wages,female,1
NA,23,0,0,Hindi,NA,some high school,NA,"between 100,000 and 1 million",India,India,NA,Not working but looking for work,male,1
NA,25,1,1,English,"single, never married",bachelor's degree,Computer Science,"between 100,000 and 1 million",United States of America,Qatar,NA,Military,male,1
NA,34,1,0,Lithuanian,married or domestic partnership,bachelor's degree,Biology and Biological Sciences,"between 100,000 and 1 million",Lithuania,Lithuania,NA,NA,male,1
125000,32,1,1,English,NA,"professional degree (MBA, MD, JD, etc.)",Linguistics,"between 100,000 and 1 million",United States of America,United States of America,health care,Employed for wages,male,0
25000,24,0,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,27,1,0,Tamil,"single, never married",bachelor's degree,Computer Software Engineering,more than 1 million,India,India,software development and IT,Employed for wages,male,1
NA,21,0,0,Persian,NA,associate's degree,Computer Programming,"less than 100,000",Iran,Iran,NA,A stay-at-home parent or homemaker,male,1
NA,33,1,0,French,NA,master's degree (non-professional),Civil Engineering,more than 1 million,Belgium,Belgium,NA,NA,male,1
NA,19,0,0,Punjabi,NA,bachelor's degree,Computer Software Engineering,more than 1 million,India,India,NA,Not working but looking for work,male,1
37447,40,0,0,English,NA,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,1
32500,26,1,0,English,NA,"trade, technical, or vocational training",NA,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,21,0,0,English,NA,high school diploma or equivalent (GED),NA,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,1
NA,65,1,1,English,NA,associate's degree,Graphic Design,"between 100,000 and 1 million",United States of America,United States of America,NA,Retired,male,0
NA,24,0,0,English,NA,bachelor's degree,Computer Science,"less than 100,000",United Kingdom,United Kingdom,NA,Not working but looking for work,male,1
NA,18,0,0,German,NA,no high school (secondary school),NA,"less than 100,000",Austria,Austria,NA,NA,male,1
NA,24,0,0,Russian,NA,some high school,NA,"between 100,000 and 1 million",Russia,Russia,NA,Not working but looking for work,male,1
15000,24,1,0,English,NA,associate's degree,Computer Programming,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1
27000,28,1,1,Spanish,"single, never married",bachelor's degree,Web Page and Digital Design,more than 1 million,United States of America,United States of America,office and administrative support,Employed for wages,male,1
40000,28,0,1,English,NA,bachelor's degree,English,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
NA,40,NA,0,English,separated,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",United Kingdom,United Kingdom,sales,Self-employed freelancer,female,1
8000,34,0,0,English,married or domestic partnership,bachelor's degree,Managerial Economics,"less than 100,000",Croatia,Croatia,"arts, entertainment, sports, or media",Self-employed freelancer,male,1
NA,19,0,0,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,Singapore,Singapore,NA,Not working but looking for work,female,0
NA,23,0,0,English,NA,associate's degree,Graphic Design,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,male,1
NA,30,1,0,Bengali,NA,bachelor's degree,Computer Science,more than 1 million,Bangladesh,Bangladesh,NA,Doing an unpaid internship,male,1
NA,32,0,0,French,NA,bachelor's degree,Computer and Information Studies,more than 1 million,France,France,NA,Not working but looking for work,male,1
NA,47,1,0,English,NA,bachelor's degree,History,more than 1 million,Canada,Canada,NA,Not working but looking for work,male,1
NA,21,0,0,Arabic,NA,"some college credit, no degree",NA,"less than 100,000",Morocco,Morocco,NA,Not working and not looking for work,male,1
10000,24,1,1,English,NA,master's degree (non-professional),Physiology,"less than 100,000",Canada,Canada,education,Employed for wages,male,1
55000,27,1,1,Punjabi,married or domestic partnership,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",India,Australia,law enforcement and fire and rescue,Employed for wages,male,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,20,NA,0,Arabic,"single, never married",high school diploma or equivalent (GED),NA,more than 1 million,Egypt,Egypt,NA,Unable to work,male,1
72000,NA,1,0,English,NA,bachelor's degree,English,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0
53000,32,0,0,Swedish,NA,"some college credit, no degree",NA,"less than 100,000",Sweden,United States of America,finance,Employed for wages,male,1
45000,25,1,0,English,NA,bachelor's degree,Communications,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0
NA,16,1,0,Russian,NA,no high school (secondary school),NA,"between 100,000 and 1 million",Russia,Russia,NA,NA,male,1
NA,11,0,0,English,NA,no high school (secondary school),NA,"less than 100,000",United Kingdom,United Kingdom,NA,NA,male,0
30000,48,0,0,English,NA,associate's degree,Information Technology,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1
90000,37,1,0,English,married or domestic partnership,high school diploma or equivalent (GED),NA,"less than 100,000",United States of America,United States of America,health care,Employed for wages,male,1
NA,27,0,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,1
20000,44,0,1,English,divorced,master's degree (non-professional),Law,"between 100,000 and 1 million",United Kingdom,United Kingdom,sales,Employed for wages,male,1
NA,63,0,0,French,NA,master's degree (non-professional),Economics and Econometrics,more than 1 million,Canada,Canada,NA,Not working but looking for work,male,1
NA,21,NA,0,Hindi,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",India,India,NA,Not working but looking for work,male,1
9000,20,1,1,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,architecture or physical engineering,Employed for wages,female,1
42000,31,1,0,English,married or domestic partnership,master's degree (non-professional),History,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
16000,21,0,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,transportation,Employed for wages,male,1
NA,24,0,0,German,NA,bachelor's degree,Computer Science,"between 100,000 and 1 million",Germany,Germany,NA,Not working and not looking for work,male,NA
19000,26,0,1,English,NA,bachelor's degree,Journalism,"less than 100,000",United States of America,United States of America,education,Employed for wages,female,1
NA,16,0,0,Portuguese,NA,no high school (secondary school),NA,"between 100,000 and 1 million",Brazil,Portugal,NA,Unable to work,male,0
30000,20,0,1,Spanish,NA,associate's degree,Computer Science,more than 1 million,United States of America,United States of America,NA,Employed for wages,male,1
NA,14,0,0,English,NA,no high school (secondary school),NA,"less than 100,000",United Kingdom,United Kingdom,NA,Unable to work,agender,0
40000,24,1,0,Romani,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Romania,Romania,sales,Employed for wages,male,1
28800,28,0,1,Hungarian,NA,bachelor's degree,Communication and Media Studies,more than 1 million,Hungary,United Kingdom,education,Employed for wages,female,1
NA,21,1,0,Dutch,NA,associate's degree,Design and Visual Communications,"between 100,000 and 1 million","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,NA,male,1
30000,29,0,1,Swahili,NA,bachelor's degree,Computer Hardware Engineering,more than 1 million,Kenya,Kenya,software development and IT,Self-employed business owner,male,1
NA,33,0,0,English,"single, never married","some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Unable to work,female,1
90000,44,0,1,English,married or domestic partnership,Ph.D.,Computer Science,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,male,1
18000,35,1,0,English,married or domestic partnership,bachelor's degree,Physics,"between 100,000 and 1 million",Great Britain,Great Britain,food and beverage,Employed for wages,male,1
NA,24,1,0,English,NA,associate's degree,Finance,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0
NA,25,1,1,Turkish,NA,some high school,NA,more than 1 million,"Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,Not working but looking for work,male,1
NA,27,0,0,Polish,NA,high school diploma or equivalent (GED),NA,"less than 100,000",Poland,Great Britain,NA,Not working but looking for work,male,1
NA,21,0,1,Indonesian,NA,some high school,NA,more than 1 million,Indonesia,Russia,NA,NA,male,1
25000,31,1,0,English,married or domestic partnership,bachelor's degree,Music,"between 100,000 and 1 million",United States of America,United States of America,transportation,Employed for wages,male,1
NA,18,0,0,Croatian,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Bosnia & Herzegovina,Bosnia & Herzegovina,NA,NA,male,1
32000,27,0,0,English,NA,bachelor's degree,Photography,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
NA,49,1,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,female,0
NA,24,0,0,Odia (Oriya),"single, never married",bachelor's degree,Information Technology,"less than 100,000",India,India,software development and IT,Employed for wages,male,0
70000,40,0,0,English,married or domestic partnership,bachelor's degree,Management Information Systems,"less than 100,000",United States of America,United States of America,health care,Employed for wages,male,1
NA,25,0,1,Russian,married or domestic partnership,master's degree (non-professional),Electrical and Electronics Engineering,more than 1 million,Ukraine,Ukraine,NA,Doing an unpaid internship,genderqueer,1
28000,38,0,1,English,NA,bachelor's degree,Education,more than 1 million,United States of America,Taiwan,education,Employed for wages,male,1
NA,21,1,0,Portuguese,NA,some high school,NA,"between 100,000 and 1 million",Brazil,Brazil,NA,Unable to work,male,0
NA,19,NA,1,Portuguese,"single, never married",bachelor's degree,NA,"between 100,000 and 1 million",Brazil,Brazil,NA,Not working but looking for work,male,0
NA,34,0,1,Russian,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Ukraine,Bulgaria,NA,A stay-at-home parent or homemaker,male,0
40000,41,1,0,English,married or domestic partnership,bachelor's degree,Economics,more than 1 million,Zimbabwe,Zimbabwe,finance,Employed for wages,male,1
NA,33,1,1,English,NA,master's degree (non-professional),Computer Science,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,1
NA,17,NA,1,NA,NA,NA,NA,NA,United States of America,United States of America,NA,NA,male,1
NA,29,0,0,Greek,NA,Ph.D.,Molecular Biology,"less than 100,000",Greece,Germany,NA,Employed for wages,male,1
NA,26,0,0,Russian,NA,high school diploma or equivalent (GED),NA,more than 1 million,Russia,Russia,software development and IT,Employed for wages,female,1
NA,19,0,0,Hindi,NA,some high school,NA,"between 100,000 and 1 million",India,India,NA,Not working and not looking for work,male,1
18000,23,1,0,English,NA,bachelor's degree,International Relations,"between 100,000 and 1 million",United Kingdom,United States of America,health care,Employed for wages,female,1
33000,29,1,0,English,NA,high school diploma or equivalent (GED),NA,"less than 100,000",Canada,Canada,sales,Employed for wages,male,1
19000,24,0,0,Portuguese,NA,master's degree (non-professional),Electrical Engineering,"between 100,000 and 1 million",Portugal,Portugal,software development and IT,Employed for wages,male,1
38000,33,1,0,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,Canada,United States of America,legal,Employed for wages,female,1
30000,33,0,1,Russian,married or domestic partnership,bachelor's degree,International Relations,"between 100,000 and 1 million",Ukraine,Israel,NA,Self-employed business owner,male,1
NA,30,1,0,English,NA,bachelor's degree,Computer Science,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,1
NA,14,0,0,English,NA,no high school (secondary school),NA,"less than 100,000",United States of America,United States of America,NA,Not working and not looking for work,male,1
9000,28,0,0,Polish,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Poland,Poland,law enforcement and fire and rescue,Employed for wages,male,0
20000,26,1,0,English,married or domestic partnership,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
NA,48,1,0,English,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,NA,Not working and not looking for work,female,0
NA,33,1,0,English,NA,master's degree (non-professional),Computer Science,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,1
NA,26,1,0,Hungarian,NA,"some college credit, no degree",NA,more than 1 million,Hungary,Hungary,NA,Not working and not looking for work,male,1
NA,25,1,0,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0
NA,19,0,0,Russian,NA,high school diploma or equivalent (GED),NA,more than 1 million,Russia,Czech Republic,NA,Unable to work,male,1
NA,18,0,0,Indonesian,NA,"some college credit, no degree",NA,more than 1 million,Indonesia,Indonesia,NA,Not working and not looking for work,male,0
NA,20,0,0,Marathi,NA,high school diploma or equivalent (GED),NA,more than 1 million,India,India,NA,Doing an unpaid internship,male,1
14000,29,1,0,English,NA,bachelor's degree,Political Science and Government,more than 1 million,United States of America,United States of America,food and beverage,Employed for wages,female,1
NA,22,0,0,Portuguese,NA,"some college credit, no degree",NA,more than 1 million,Brazil,Brazil,NA,Not working and not looking for work,female,1
NA,34,1,0,English,NA,"professional degree (MBA, MD, JD, etc.)",Information Technology,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,29,0,0,Russian,married or domestic partnership,high school diploma or equivalent (GED),NA,more than 1 million,Russia,Russia,NA,Unable to work,male,0
40000,27,0,0,English,NA,bachelor's degree,Sculpture,"between 100,000 and 1 million",United Kingdom,Canada,NA,Employed for wages,male,0
NA,27,1,1,English,"single, never married","some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,1
80000,39,1,0,French,married or domestic partnership,Ph.D.,Computer Science,"less than 100,000",France,France,software development and IT,Employed for wages,male,1
50000,29,0,0,German,NA,bachelor's degree,Information Technology,"between 100,000 and 1 million",Germany,Germany,software development and IT,Employed for wages,male,1
NA,22,1,0,Russian,NA,bachelor's degree,Information Technology,"between 100,000 and 1 million",Russia,Russia,software development and IT,Employed for wages,female,1
NA,24,0,0,English,NA,bachelor's degree,Biomedical Engineering,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,1
36000,43,0,0,English,married or domestic partnership,no high school (secondary school),NA,"less than 100,000",United Kingdom,United Kingdom,transportation,Employed for wages,male,0
NA,23,0,0,English,NA,"trade, technical, or vocational training",NA,more than 1 million,Canada,Canada,NA,Not working and not looking for work,male,1
90000,36,0,0,Dutch,NA,master's degree (non-professional),Industrial and Product Design,"less than 100,000","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,Employed for wages,male,1
6000,41,1,0,Russian,married or domestic partnership,some high school,NA,"between 100,000 and 1 million",Ukraine,Ukraine,software development and IT,Self-employed freelancer,male,0
NA,65,0,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Math,"between 100,000 and 1 million",United States of America,United States of America,NA,Retired,male,0
NA,14,0,0,Turkish,NA,no high school (secondary school),NA,more than 1 million,Turkey,Turkey,NA,Not working and not looking for work,male,0
NA,24,1,0,English,NA,bachelor's degree,Electrical and Electronics Engineering,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,1
NA,26,1,0,English,NA,bachelor's degree,English,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,1
9000,26,0,0,Romanian,"single, never married",master's degree (non-professional),Mathematics,"between 100,000 and 1 million",Romania,Romania,software development and IT,Employed for wages,female,0
NA,25,0,0,Italian,NA,master's degree (non-professional),Managerial Economics,"between 100,000 and 1 million",Italy,Denmark,NA,Not working but looking for work,female,1
NA,20,0,0,Hindi,NA,bachelor's degree,Information Technology,"between 100,000 and 1 million",India,India,NA,NA,male,1
NA,21,1,0,Russian,NA,"some college credit, no degree",NA,"less than 100,000",Belarus,Belarus,NA,Unable to work,male,1
NA,41,1,0,English,married or domestic partnership,master's degree (non-professional),Physics,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Self-employed business owner,male,1
NA,21,0,1,English,NA,some high school,NA,"between 100,000 and 1 million",India,India,NA,Not working but looking for work,male,1
NA,25,1,1,Gujarati,NA,bachelor's degree,Computer Software Engineering,more than 1 million,India,India,software development and IT,Self-employed freelancer,male,1
NA,21,0,0,Portuguese,NA,some high school,NA,more than 1 million,Brazil,Brazil,NA,Not working but looking for work,male,0
NA,18,0,0,Ukrainian,NA,"professional degree (MBA, MD, JD, etc.)",Math,"between 100,000 and 1 million",Ukraine,Ukraine,software development and IT,Self-employed freelancer,male,0
NA,26,0,0,Hindi,NA,"professional degree (MBA, MD, JD, etc.)",Computer Science,more than 1 million,India,United States of America,NA,Not working but looking for work,female,1
NA,20,0,0,Dutch,NA,high school diploma or equivalent (GED),NA,"less than 100,000","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,Not working but looking for work,male,1
40000,45,1,1,English,married or domestic partnership,bachelor's degree,Electrical Engineering,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Self-employed freelancer,female,1
11368,26,1,0,Mandarin Chinese,NA,bachelor's degree,Hospitality Management,more than 1 million,Malaysia,Malaysia,NA,Employed for wages,male,0
NA,30,1,1,Arabic,married or domestic partnership,master's degree (non-professional),Computer Software Engineering,more than 1 million,Morocco,France,software development and IT,Employed for wages,male,1
36000,58,0,0,English,NA,bachelor's degree,Business Administration,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,1
6000,41,0,0,English,divorced,associate's degree,General Studies,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,23,1,1,Vietnamese,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,1
NA,19,0,1,English,"single, never married",some high school,NA,more than 1 million,Egypt,Egypt,NA,NA,male,1
NA,28,0,0,Russian,NA,high school diploma or equivalent (GED),NA,more than 1 million,Belarus,Belarus,NA,Not working and not looking for work,male,0
NA,21,0,0,Urdu,NA,associate's degree,Computer Programming,more than 1 million,Pakistan,Pakistan,NA,Not working but looking for work,male,0
40000,45,1,0,English,"single, never married",bachelor's degree,Computer Systems Networking and Telecommunications,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
170000,31,0,1,Telugu,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Computer Software Engineering,more than 1 million,India,United States of America,software development and IT,Employed for wages,male,0
28000,37,1,1,English,NA,master's degree (non-professional),Linguistics,more than 1 million,United States of America,Korea South,education,Employed for wages,male,1
NA,27,0,0,English,NA,associate's degree,Computer Science,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0
NA,22,0,0,Portuguese,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Brazil,Brazil,NA,Not working but looking for work,male,0
180000,38,0,0,English,married or domestic partnership,master's degree (non-professional),Computer Science,"less than 100,000",United States of America,United States of America,finance,Employed for wages,male,0
40000,34,1,1,Urdu,NA,bachelor's degree,Banking and Finance,"between 100,000 and 1 million",United States of America,United States of America,transportation,Self-employed freelancer,male,0
NA,33,1,0,Bosnian,married or domestic partnership,master's degree (non-professional),Electrical Engineering,"between 100,000 and 1 million",Croatia,Bosnia & Herzegovina,NA,Not working but looking for work,male,0
