Age,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,HasDebt,Income,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,IsSoftwareDev
30,"less than 100,000",United States of America,United States of America,sales,Employed for wages,male,1,18000,0,English,NA,bachelor's degree,Computer Science,1
29,"less than 100,000",India,India,software development and IT,Employed for wages,male,0,9000,1,Konkani,NA,bachelor's degree,Computer Science,1
18,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0,115000,0,English,NA,high school diploma or equivalent (GED),NA,1
46,"less than 100,000","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,NA,female,1,NA,0,Dutch,married or domestic partnership,some high school,NA,1
25,"between 100,000 and 1 million",Spain,Spain,software development and IT,Employed for wages,male,0,NA,0,Spanish,"single, never married","some college credit, no degree",NA,1
41,"between 100,000 and 1 million",India,United States of America,software development and IT,Employed for wages,male,1,15000,1,Odia (Oriya),married or domestic partnership,Ph.D.,Veterinary Medicine,1
24,more than 1 million,Nigeria,Nigeria,NA,Doing an unpaid internship,male,0,NA,0,English,NA,bachelor's degree,Electrical Engineering,1
25,"between 100,000 and 1 million",Taiwan,Taiwan,software development and IT,Employed for wages,female,0,NA,0,Chinese,NA,bachelor's degree,Biology and Biological Sciences,1
27,more than 1 million,Pakistan,Pakistan,NA,Not working but looking for work,male,NA,NA,0,Urdu,NA,bachelor's degree,Computer Science,1
20,"between 100,000 and 1 million",Belarus,Belarus,software development and IT,Employed for wages,male,0,30000,0,Russian,"single, never married","trade, technical, or vocational training",NA,1
25,more than 1 million,India,India,software development and IT,Employed for wages,female,1,13570,0,Hindi,"single, never married",bachelor's degree,Computer Science,1
22,"between 100,000 and 1 million",Philippines,Philippines,software development and IT,Self-employed freelancer,male,0,NA,0,Tagalog,NA,"some college credit, no degree",NA,1
31,"between 100,000 and 1 million",Croatia,Croatia,software development and IT,Employed for wages,male,0,12000,0,Croatian,NA,master's degree (non-professional),Robotics and Automation Engineering,1
22,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0,20000,1,NA,NA,"some college credit, no degree",NA,1
23,more than 1 million,Russia,Russia,software development and IT,Employed for wages,male,0,10727,1,Lak,"single, never married",master's degree (non-professional),Computer Science,1
19,"between 100,000 and 1 million",Serbia,Switzerland,software development and IT,Employed for wages,male,0,18000,1,Serbian,NA,"trade, technical, or vocational training",NA,1
NA,more than 1 million,NA,NA,software development and IT,Employed for wages,male,0,NA,1,NA,NA,bachelor's degree,NA,1
61,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0,80000,0,English,married or domestic partnership,"some college credit, no degree",NA,1
26,"less than 100,000",NA,NA,software development and IT,Employed for wages,male,0,NA,0,NA,NA,bachelor's degree,Computer Science,1
41,"between 100,000 and 1 million",Germany,Germany,health care,Self-employed freelancer,male,1,NA,0,German,married or domestic partnership,bachelor's degree,Baking And Pastry,1
26,more than 1 million,India,India,software development and IT,Employed for wages,male,0,15000,0,Hindi,NA,bachelor's degree,Computer Science,1
20,"between 100,000 and 1 million","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",software development and IT,Self-employed freelancer,male,1,35000,0,Dutch,NA,some high school,NA,1
22,more than 1 million,Spain,Spain,NA,Not working but looking for work,male,1,NA,0,Catalan,"single, never married","some college credit, no degree",NA,1
32,more than 1 million,Russia,Russia,software development and IT,Self-employed freelancer,female,0,10000,0,Russian,NA,bachelor's degree,Law,1
17,"less than 100,000",NA,NA,software development and IT,Self-employed freelancer,male,0,50000,0,NA,"single, never married",some high school,NA,1
23,"between 100,000 and 1 million",India,India,software development and IT,Employed for wages,male,0,6000,1,Urdu,"single, never married",bachelor's degree,Computer Science,1
40,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,1,NA,0,English,married or domestic partnership,master's degree (non-professional),Spanish Language and Literature,1
33,"less than 100,000",Canada,Canada,software development and IT,Employed for wages,female,1,50000,0,French,married or domestic partnership,associate's degree,Computer Programming,1
35,"between 100,000 and 1 million",Italy,Italy,software development and IT,Employed for wages,male,0,48000,0,Italian,"single, never married",master's degree (non-professional),Computer Software Engineering,1
24,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,female,0,92000,0,English,NA,bachelor's degree,Education,1
38,"between 100,000 and 1 million",Oman,Oman,software development and IT,Self-employed business owner,male,1,200000,0,Arabic,married or domestic partnership,"some college credit, no degree",NA,1
55,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0,120000,0,English,married or domestic partnership,high school diploma or equivalent (GED),NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
53,more than 1 million,Canada,Canada,NA,Self-employed business owner,male,0,NA,0,French,NA,master's degree (non-professional),Engineering,1
37,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,45000,0,English,married or domestic partnership,bachelor's degree,Graphic Design,1
24,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Self-employed freelancer,male,0,30000,0,English,NA,bachelor's degree,Law,1
28,more than 1 million,United Kingdom,United Kingdom,software development and IT,Employed for wages,male,1,70000,0,English,NA,bachelor's degree,Bioengineering and Biomedical Engineering,1
25,"between 100,000 and 1 million",France,France,software development and IT,Employed for wages,male,0,34000,0,French,NA,master's degree (non-professional),Computer Science,1
32,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,58000,0,English,married or domestic partnership,bachelor's degree,Business Administration,1
29,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0,120000,0,English,married or domestic partnership,bachelor's degree,Computer Science,1
22,"between 100,000 and 1 million",Russia,Russia,software development and IT,Employed for wages,female,0,6400,0,Russian,NA,bachelor's degree,Information Technology,1
35,more than 1 million,India,India,software development and IT,Employed for wages,male,0,20000,0,Hindi,married or domestic partnership,bachelor's degree,Electrical and Electronics Engineering,1
32,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,100000,0,English,married or domestic partnership,master's degree (non-professional),Computer Science,1
31,more than 1 million,India,United States of America,software development and IT,Employed for wages,male,1,70000,0,Telugu,NA,master's degree (non-professional),Computer Science,1
31,more than 1 million,South Africa,South Africa,software development and IT,Self-employed business owner,male,1,200000,1,English,married or domestic partnership,high school diploma or equivalent (GED),NA,1
23,"less than 100,000",NA,United Kingdom,software development and IT,Employed for wages,male,0,NA,NA,NA,NA,bachelor's degree,Mathematics,1
24,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,NA,0,English,NA,bachelor's degree,Computer Science,1
39,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0,45000,0,English,"single, never married","trade, technical, or vocational training",NA,1
30,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0,77000,0,English,NA,bachelor's degree,Graphic Communication and Printing,1
25,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,0,NA,0,English,NA,"some college credit, no degree",NA,1
33,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,110000,0,English,married or domestic partnership,bachelor's degree,Computer and Information Systems Security,1
36,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,105000,1,English,married or domestic partnership,master's degree (non-professional),Business Administration,1
31,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,65000,0,English,married or domestic partnership,"some college credit, no degree",NA,1
31,more than 1 million,United Kingdom,United Kingdom,software development and IT,Employed for wages,male,1,NA,0,English,married or domestic partnership,bachelor's degree,Web Design,1
53,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,1,NA,0,English,married or domestic partnership,bachelor's degree,Art Studies,1
51,"less than 100,000","Netherlands (Holland, Europe)",Germany,education,Self-employed business owner,male,0,17500,0,Dutch,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Computer Science,1
27,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0,30000,0,English,NA,bachelor's degree,Political Science,1
20,"between 100,000 and 1 million",Philippines,Philippines,NA,Not working and not looking for work,female,0,NA,0,English,NA,"some college credit, no degree",NA,1
24,"between 100,000 and 1 million",Nigeria,United States of America,NA,Not working but looking for work,male,1,NA,1,English,NA,bachelor's degree,Economics,1
23,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,0,NA,0,English,NA,bachelor's degree,Web Design,1
60,"between 100,000 and 1 million",Moldova,Moldova,NA,Retired,male,0,NA,0,Romanian,NA,Ph.D.,Computer and Information Systems Security,1
31,"less than 100,000",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,1,NA,0,English,NA,"some college credit, no degree",NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
29,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,77000,0,English,NA,"trade, technical, or vocational training",NA,1
23,more than 1 million,United Kingdom,United States of America,software development and IT,Employed for wages,male,1,20000,0,English,NA,bachelor's degree,Music Technology,1
35,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,170000,0,English,married or domestic partnership,bachelor's degree,Computer Science,1
26,"less than 100,000",Austria,Austria,software development and IT,Employed for wages,male,1,30000,1,Slovenian,married or domestic partnership,high school diploma or equivalent (GED),NA,1
23,"between 100,000 and 1 million",Egypt,Egypt,software development and IT,Self-employed freelancer,male,0,150000,0,Arabic,NA,high school diploma or equivalent (GED),NA,1
22,"between 100,000 and 1 million",Poland,Poland,NA,Doing an unpaid internship,male,0,NA,0,Polish,NA,bachelor's degree,Computer Science,1
30,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,male,0,40000,0,English,NA,bachelor's degree,Journalism,1
30,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,65000,0,English,NA,bachelor's degree,Information Systems,1
34,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0,NA,1,English,NA,bachelor's degree,English,1
36,"between 100,000 and 1 million",Canada,Canada,NA,NA,male,0,NA,1,French,NA,NA,NA,1
33,"between 100,000 and 1 million",Brazil,Brazil,software development and IT,Employed for wages,male,1,6000,0,Portuguese,NA,master's degree (non-professional),Mathematics,1
32,more than 1 million,United Kingdom,United States of America,software development and IT,Employed for wages,male,1,80000,0,English,married or domestic partnership,master's degree (non-professional),Engineering,1
27,"less than 100,000",Ethiopia,Belgium,NA,Not working but looking for work,male,0,NA,NA,Afrikaans,"single, never married","professional degree (MBA, MD, JD, etc.)",Electrical and Electronics Engineering,1
26,more than 1 million,Canada,Canada,software development and IT,Self-employed freelancer,male,0,10000,0,English,NA,bachelor's degree,Psychology,1
28,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,80000,0,English,NA,"some college credit, no degree",NA,1
32,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,75000,0,English,NA,bachelor's degree,Radio And Television Broadcasting,1
43,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0,150000,0,English,married or domestic partnership,bachelor's degree,Computer Science,1
28,"between 100,000 and 1 million",Cape Verde,France,software development and IT,Self-employed freelancer,male,1,14000,1,French,NA,"professional degree (MBA, MD, JD, etc.)",Computer Programming,1
31,more than 1 million,Israel,Germany,NA,Doing an unpaid internship,male,0,NA,1,Hebrew,married or domestic partnership,bachelor's degree,Communication and Media Studies,1
31,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,67600,0,English,married or domestic partnership,bachelor's degree,Business Administration,1
30,"between 100,000 and 1 million",Tunisia,Tunisia,software development and IT,Employed for wages,male,1,12000,0,Arabic,NA,high school diploma or equivalent (GED),NA,1
35,"between 100,000 and 1 million",Norway,Norway,software development and IT,Employed for wages,male,1,108000,0,Norwegian,NA,master's degree (non-professional),Computer Science,1
45,more than 1 million,India,India,software development and IT,Employed for wages,male,0,36200,0,English,married or domestic partnership,bachelor's degree,Hotel and Hospitality Management,1
22,more than 1 million,India,India,software development and IT,Employed for wages,male,0,12000,0,Hindi,NA,bachelor's degree,Computer Programming,1
22,"less than 100,000","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,NA,male,1,NA,1,Dutch,NA,high school diploma or equivalent (GED),NA,1
27,more than 1 million,India,United States of America,software development and IT,Employed for wages,male,0,NA,0,Telugu,NA,master's degree (non-professional),Computer and Information Studies,1
22,more than 1 million,Ukraine,Ukraine,NA,NA,male,0,NA,0,Russian,NA,bachelor's degree,Computer Science,1
23,more than 1 million,Nepal,Nepal,software development and IT,Self-employed business owner,male,0,NA,0,Nepali,NA,bachelor's degree,Computer Engineering Technician,1
30,more than 1 million,Russia,Russia,software development and IT,Self-employed freelancer,male,1,NA,0,Russian,married or domestic partnership,bachelor's degree,Small Business Management,1
24,"less than 100,000",Germany,Germany,NA,Employed for wages,male,0,38000,1,German,married or domestic partnership,"some college credit, no degree",NA,1
25,"between 100,000 and 1 million",Lithuania,Lithuania,software development and IT,Employed for wages,male,0,NA,0,Lithuanian,NA,bachelor's degree,Economics,1
32,more than 1 million,Russia,Russia,software development and IT,Employed for wages,male,0,36000,0,Russian,married or domestic partnership,bachelor's degree,Economics,1
38,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,1,72000,0,English,married or domestic partnership,bachelor's degree,Electrical Engineering,1
20,more than 1 million,Ukraine,Ukraine,software development and IT,Employed for wages,female,0,10000,0,Russian,NA,bachelor's degree,Computer Networking,1
53,"between 100,000 and 1 million",Spain,Spain,construction and extraction,Employed for wages,male,0,30000,0,Spanish,NA,"some college credit, no degree",NA,1
24,"less than 100,000",Italy,Italy,software development and IT,Self-employed freelancer,male,0,NA,0,Italian,NA,high school diploma or equivalent (GED),NA,1
20,"less than 100,000",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,1,16000,0,English,NA,high school diploma or equivalent (GED),NA,1
37,"less than 100,000",Chile,Argentina,software development and IT,Employed for wages,female,0,12000,0,Spanish,NA,"some college credit, no degree",NA,1
18,"between 100,000 and 1 million",Indonesia,Indonesia,NA,NA,male,0,NA,0,Indonesian,NA,some high school,NA,1
47,"less than 100,000",Belgium,Belgium,education,Employed for wages,female,NA,NA,0,Dutch,NA,bachelor's degree,Information Technology,1
25,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,75000,0,English,NA,bachelor's degree,Computer Science,1
19,"less than 100,000",United States of America,United States of America,software development and IT,Self-employed freelancer,male,0,NA,0,English,NA,high school diploma or equivalent (GED),NA,1
27,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,55000,0,English,NA,bachelor's degree,Business Administration,1
32,more than 1 million,India,India,NA,NA,male,NA,NA,NA,Tamil,NA,bachelor's degree,Computer Science,1
NA,"less than 100,000",United States of America,United States of America,NA,Military,NA,1,NA,1,Javanese,NA,master's degree (non-professional),Engineering,1
31,"less than 100,000",United States of America,United States of America,software development and IT,Self-employed freelancer,male,1,15000,0,English,NA,associate's degree,Electrical and Electronics Engineering,1
38,"between 100,000 and 1 million",Malaysia,Maldives,NA,Not working and not looking for work,male,1,NA,0,English,married or domestic partnership,high school diploma or equivalent (GED),NA,1
61,"less than 100,000",United States of America,United States of America,transportation,Employed for wages,male,0,NA,0,Urdu,married or domestic partnership,bachelor's degree,NA,1
32,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,75000,0,English,married or domestic partnership,bachelor's degree,Education,1
33,more than 1 million,United States of America,United States of America,NA,Doing an unpaid internship,female,0,NA,1,English,NA,bachelor's degree,Neuroscience,1
31,"between 100,000 and 1 million",South Africa,South Africa,software development and IT,Employed for wages,female,0,7000,1,English,NA,bachelor's degree,Business Administration and Management,1
21,"less than 100,000",Romania,Romania,NA,Doing an unpaid internship,male,0,NA,0,Romanian,NA,"some college credit, no degree",NA,1
25,"less than 100,000","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",software development and IT,Employed for wages,male,0,30000,0,Dutch,married or domestic partnership,master's degree (non-professional),Theology,1
42,"between 100,000 and 1 million",Costa Rica,Costa Rica,software development and IT,Employed for wages,male,0,NA,0,Spanish,NA,Ph.D.,Computer Science,1
24,more than 1 million,"Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",software development and IT,Employed for wages,male,1,NA,0,Dutch,NA,bachelor's degree,Game and Interactive Media Design,1
22,more than 1 million,Spain,Italy,software development and IT,Employed for wages,male,1,NA,0,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",Engineering,1
30,"between 100,000 and 1 million",Austria,Austria,NA,NA,male,0,NA,0,English,NA,high school diploma or equivalent (GED),NA,1
41,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,150000,0,English,married or domestic partnership,master's degree (non-professional),Software Engineering,1
52,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0,NA,0,English,married or domestic partnership,bachelor's degree,Electrical Engineering Technician,1
27,more than 1 million,Brazil,Brazil,NA,Doing an unpaid internship,male,0,NA,0,Portuguese,NA,bachelor's degree,Software Engineering,1
31,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0,NA,1,Chinese,NA,"professional degree (MBA, MD, JD, etc.)",Engineering Mechanics,1
29,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,100000,1,English,NA,bachelor's degree,Information Systems,1
24,"between 100,000 and 1 million",Moldova,Romania,software development and IT,Employed for wages,male,1,12000,0,Romanian,NA,bachelor's degree,Software Engineering,1
33,more than 1 million,Brazil,Ireland,NA,Not working but looking for work,male,0,NA,0,Portuguese,NA,bachelor's degree,Business Administration,1
22,"less than 100,000",Brazil,Brazil,NA,Doing an unpaid internship,male,0,NA,0,Portuguese,NA,high school diploma or equivalent (GED),NA,1
27,more than 1 million,Brazil,Brazil,software development and IT,Self-employed freelancer,male,0,NA,0,Portuguese,NA,bachelor's degree,Computer Science,1
37,more than 1 million,Russia,Russia,NA,Unable to work,male,0,NA,0,Russian,married or domestic partnership,bachelor's degree,Information Technology,1
40,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,1,NA,0,English,NA,bachelor's degree,Computer and Information Studies,1
22,more than 1 million,Brazil,Brazil,software development and IT,Self-employed freelancer,female,0,10000,0,Portuguese,NA,"some college credit, no degree",NA,1
29,"between 100,000 and 1 million",Czech Republic,Switzerland,finance,Employed for wages,male,0,NA,0,Czech,NA,master's degree (non-professional),Computer Science,1
35,more than 1 million,India,India,NA,NA,NA,NA,NA,0,Hindi,married or domestic partnership,bachelor's degree,Hospitality Management,1
32,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0,105000,0,English,NA,"some college credit, no degree",NA,1
32,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,130000,0,English,married or domestic partnership,bachelor's degree,Computer Science,1
29,more than 1 million,Mexico,Mexico,software development and IT,Employed for wages,male,1,12000,0,Spanish,married or domestic partnership,bachelor's degree,Computer Systems Technician,1
29,more than 1 million,United Kingdom,Brazil,software development and IT,Self-employed freelancer,male,1,40000,0,English,NA,bachelor's degree,Engineering Design,1
27,"between 100,000 and 1 million",India,United States of America,software development and IT,Employed for wages,female,1,NA,0,Tamil,NA,master's degree (non-professional),Computer Science,1
39,more than 1 million,Morocco,Morocco,software development and IT,Employed for wages,male,1,28000,0,Arabic,married or domestic partnership,master's degree (non-professional),Computer Science,1
28,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0,115000,0,English,married or domestic partnership,master's degree (non-professional),Computer Science,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
21,more than 1 million,Mexico,Mexico,software development and IT,Employed for wages,male,0,10000,0,Spanish,NA,associate's degree,Information Technology,1
42,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,190000,0,English,NA,master's degree (non-professional),Computer Science,1
28,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,40000,0,English,NA,bachelor's degree,Game Design,1
23,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,1,25000,0,English,NA,"some college credit, no degree",NA,1
25,more than 1 million,Sweden,Sweden,software development and IT,Employed for wages,male,1,66000,0,Swedish,married or domestic partnership,"some college credit, no degree",NA,1
21,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,0,18000,0,English,NA,high school diploma or equivalent (GED),NA,1
23,"less than 100,000",Brazil,Brazil,software development and IT,Employed for wages,male,1,30000,0,Portuguese,NA,"trade, technical, or vocational training",NA,1
35,"between 100,000 and 1 million",Brazil,Brazil,finance,Employed for wages,male,1,36000,0,Portuguese,married or domestic partnership,bachelor's degree,Computer Science,1
26,more than 1 million,Turkey,Turkey,education,Employed for wages,male,1,9000,0,Turkish,NA,master's degree (non-professional),Bioinformatics,1
30,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,NA,NA,0,English,NA,Ph.D.,Chemistry,1
40,more than 1 million,United States of America,United States of America,software development and IT,Self-employed business owner,male,1,70000,1,English,married or domestic partnership,master's degree (non-professional),Social Work,1
22,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0,NA,0,English,married or domestic partnership,"some college credit, no degree",NA,1
57,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,67000,0,English,married or domestic partnership,bachelor's degree,Computer Science,1
28,"less than 100,000",United States of America,United States of America,software development and IT,Self-employed business owner,male,1,80000,0,English,divorced,"some college credit, no degree",NA,1
24,more than 1 million,Germany,Germany,NA,NA,male,0,NA,0,German,NA,bachelor's degree,Physics,1
23,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0,20000,0,English,NA,associate's degree,Web Page and Digital Design,1
28,more than 1 million,Greece,Greece,software development and IT,Employed for wages,male,0,16000,0,English,NA,bachelor's degree,Business Administration,1
23,"between 100,000 and 1 million",Macedonia,Macedonia,software development and IT,Employed for wages,female,1,7000,0,Macedonian,NA,bachelor's degree,Computer and Information Studies,1
30,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,82000,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Business Administration and Management,1
NA,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Self-employed business owner,male,0,NA,0,English,married or domestic partnership,bachelor's degree,Computer Science,1
35,"less than 100,000",India,Canada,software development and IT,Employed for wages,female,0,50000,0,Hindi,"single, never married",bachelor's degree,Computer and Information Systems Security,1
37,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,60000,0,English,NA,bachelor's degree,Chemistry,1
23,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,1,26000,0,English,NA,bachelor's degree,Music Management,1
18,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0,NA,0,English,NA,high school diploma or equivalent (GED),NA,1
62,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,trans,1,40000,0,English,NA,"professional degree (MBA, MD, JD, etc.)",Economics,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
29,more than 1 million,Iran,United States of America,software development and IT,Employed for wages,male,0,11350,1,Persian,NA,master's degree (non-professional),Software Engineering,1
30,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Self-employed freelancer,male,1,50000,0,English,NA,bachelor's degree,Mathematics,1
24,"between 100,000 and 1 million",Indonesia,NA,NA,Military,male,0,NA,0,Indonesian,NA,bachelor's degree,Information Technology,1
27,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,77000,0,English,NA,bachelor's degree,Kinesiology and Exercise Science,1
22,"less than 100,000",Germany,Germany,software development and IT,Employed for wages,male,0,NA,0,German,NA,high school diploma or equivalent (GED),NA,1
26,more than 1 million,India,India,software development and IT,Employed for wages,male,0,6000,0,Hindi,NA,bachelor's degree,Biotechnology,1
28,"less than 100,000",Syria,United States of America,software development and IT,Self-employed freelancer,male,0,75000,1,Arabic,NA,master's degree (non-professional),Information Systems,1
27,"less than 100,000",Denmark,Denmark,software development and IT,Employed for wages,male,0,35000,0,Danish,NA,bachelor's degree,Web Design,1
19,"between 100,000 and 1 million",Kenya,Kenya,NA,Doing an unpaid internship,male,0,NA,0,English,"single, never married",bachelor's degree,Computer Science,1
25,"between 100,000 and 1 million",Slovakia,Czech Republic,software development and IT,Employed for wages,male,0,20000,0,Slovak,NA,master's degree (non-professional),Computer Science,1
37,more than 1 million,Mexico,Mexico,software development and IT,Self-employed freelancer,male,0,10000,0,Spanish,NA,bachelor's degree,Industrial Engineering,1
26,more than 1 million,India,India,software development and IT,Employed for wages,male,0,NA,0,Malayalam,NA,bachelor's degree,Instrumentation Technician,1
27,"less than 100,000",Canada,Canada,software development and IT,Employed for wages,male,0,70000,0,English,NA,bachelor's degree,Education,1
33,"between 100,000 and 1 million",United States of America,United States of America,NA,Self-employed business owner,male,0,50000,0,English,NA,bachelor's degree,Graphic Design,1
22,"between 100,000 and 1 million",Zimbabwe,South Africa,software development and IT,Employed for wages,male,1,7000,0,English,NA,bachelor's degree,Information Technology,1
33,more than 1 million,India,Ukraine,software development and IT,Employed for wages,male,1,40000,0,Hindi,married or domestic partnership,bachelor's degree,Electrical Engineering,1
36,"less than 100,000",Ireland,Ireland,software development and IT,Employed for wages,male,0,31800,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Philosophy,1
24,"between 100,000 and 1 million",Ukraine,Virgin Islands (USA),software development and IT,Self-employed business owner,male,0,15000,1,English,NA,bachelor's degree,Computer Engineering Technician,1
25,"between 100,000 and 1 million",Israel,Israel,software development and IT,Employed for wages,male,0,26000,0,Hebrew,NA,bachelor's degree,Computer Science,1
32,"less than 100,000",Russia,Russia,software development and IT,Self-employed freelancer,male,0,12500,0,Russian,NA,associate's degree,Mechanical Engineering,1
22,"between 100,000 and 1 million",United States of America,United States of America,NA,NA,male,1,NA,0,English,NA,bachelor's degree,Software Engineering,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
32,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,63000,0,English,married or domestic partnership,bachelor's degree,Industrial Design,1
27,more than 1 million,United Kingdom,United Kingdom,software development and IT,Employed for wages,male,0,41000,0,English,NA,bachelor's degree,Physics,1
26,"between 100,000 and 1 million",Italy,Italy,software development and IT,Self-employed business owner,male,0,NA,0,Italian,"single, never married",high school diploma or equivalent (GED),NA,1
21,"between 100,000 and 1 million",France,France,NA,Not working but looking for work,male,1,NA,0,French,NA,high school diploma or equivalent (GED),NA,1
22,more than 1 million,Korea South,United States of America,software development and IT,Employed for wages,female,0,NA,1,Korean,NA,bachelor's degree,Advertising,1
17,more than 1 million,Germany,Germany,NA,NA,male,0,NA,0,German,NA,some high school,NA,1
31,"between 100,000 and 1 million",France,United States of America,software development and IT,Employed for wages,male,0,80000,0,Chinese,married or domestic partnership,master's degree (non-professional),Engineering,1
38,"between 100,000 and 1 million",Spain,Spain,software development and IT,Self-employed freelancer,female,1,18000,0,Spanish,NA,"trade, technical, or vocational training",NA,1
34,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,female,0,100000,0,English,NA,Ph.D.,Materials Engineering,1
24,more than 1 million,Spain,Spain,software development and IT,Employed for wages,male,0,NA,1,Catalan,NA,"professional degree (MBA, MD, JD, etc.)",Computer Programming,1
60,"between 100,000 and 1 million",United States of America,NA,software development and IT,Self-employed freelancer,male,1,120000,0,Spanish,married or domestic partnership,high school diploma or equivalent (GED),NA,1
