IsSoftwareDev,Age,AttendedBootcamp,CityPopulation,CountryCitizen,CountryLive,EmploymentStatus,Gender,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasServedInMilitary,HoursLearning,IsEthnicMinority,IsReceiveDiabilitiesBenefits,LanguageAtHome,MoneyForLearning,MonthsProgramming,SchoolDegree
0,28,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,1,0,20,0,0,English,0,3,associate's degree
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,10,1,0,English,0,1,bachelor's degree
0,23,0,more than 1 million,Nigeria,United States of America,,male,1,0,0,0,5,1,0,English,200,5,associate's degree
0,23,0,"between 100,000 and 1 million",Finland,Finland,Not working but looking for work,male,1,1,1,0,,1,0,English,40000,135,high school diploma or equivalent (GED)
0,35,0,"less than 100,000",United States of America,United States of America,A stay-at-home parent or homemaker,genderqueer,1,1,1,1,2,0,1,Swahili,0,0,Ph.D.
0,33,0,more than 1 million,Kenya,Kenya,Employed for wages,male,1,1,0,0,2,0,0,English,200,5,bachelor's degree
0,24,0,"between 100,000 and 1 million",Pakistan,Pakistan,Not working but looking for work,male,0,1,1,0,15,0,0,Urdu,100,12,"some college credit, no degree"
0,42,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,1,1,0,,0,0,English,,,"some college credit, no degree"
0,22,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,20,,0,English,0,1,associate's degree
0,24,0,"between 100,000 and 1 million",Niger,Nigeria,Doing an unpaid internship,female,0,0,0,0,30,0,0,English,100,3,bachelor's degree
0,37,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,1,80,0,0,English,35000,24,"some college credit, no degree"
0,32,0,"less than 100,000",Portugal,"Netherlands (Holland, Europe)",Not working but looking for work,male,1,1,0,1,20,,0,Dutch,564,24,some high school
0,26,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,1,30,1,0,English,100,12,"some college credit, no degree"
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,genderqueer,0,0,1,0,15,0,0,English,0,4,bachelor's degree
0,29,0,more than 1 million,Brazil,Germany,Employed for wages,male,0,0,1,0,10,0,0,Portuguese,100,1,"some college credit, no degree"
0,22,0,more than 1 million,Thailand,Thailand,Not working but looking for work,male,0,1,1,0,17,1,0,Hindi,0,30,bachelor's degree
0,29,0,more than 1 million,United States of America,United States of America,Not working but looking for work,female,1,0,1,0,40,1,0,English,100,3,bachelor's degree
0,22,0,more than 1 million,Nigeria,Nigeria,Not working but looking for work,male,0,0,1,0,21,0,0,Yoruba,10,1,bachelor's degree
0,15,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,0,0,1,0,12,1,0,English,0,7,some high school
0,20,0,"between 100,000 and 1 million",Philippines,Philippines,Not working and not looking for work,male,0,0,0,0,10,,0,Tagalog,5000,2,bachelor's degree
0,21,0,more than 1 million,India,India,Not working but looking for work,male,0,0,1,0,,0,0,Hindi,0,30,bachelor's degree
0,21,0,"between 100,000 and 1 million",India,India,Not working but looking for work,agender,0,0,0,0,5,0,0,Telugu,0,2,bachelor's degree
0,,0,,,,,,,,,,7,,,,0,3,
0,,0,,,,,,,,,,3,,,,0,24,
0,,0,,,,,,,,,,8,,,,600,8,
0,,0,,,,,,,,,,4,,,,1000,2,
0,,0,,,,,,,,,,2,,,,0,2,
0,,0,,,,,,,,,,0,,,,0,1,
0,,0,,,,,,,,,,,,,,,1,
0,,0,,,,,,,,,,4,,,,30000,24,
0,,0,,,,,,,,,,1,,,,0,1,
0,38,0,more than 1 million,United States of America,United States of America,,male,1,1,1,1,100,0,0,English,1000,24,bachelor's degree
0,15,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,3,0,0,English,0,48,some high school
0,32,0,more than 1 million,United States of America,United States of America,Self-employed freelancer,male,1,0,1,0,30,0,0,English,4000,1,bachelor's degree
0,39,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,1,1,1,0,20,0,1,English,400,36,master's degree (non-professional)
0,27,0,more than 1 million,Bulgaria,Austria,Not working but looking for work,male,1,0,1,0,42,0,0,,0,1,some high school
1,25,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,0,120,"some college credit, no degree"
1,30,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Self-employed business owner,male,1,1,1,0,15,0,0,English,80000,168,bachelor's degree
0,34,0,more than 1 million,Australia,United States of America,A stay-at-home parent or homemaker,male,1,0,1,1,12,0,0,English,0,6,bachelor's degree
0,23,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,1,0,Spanish,5000,12,bachelor's degree
0,19,0,"between 100,000 and 1 million",Nigeria,Canada,Not working but looking for work,male,0,0,1,0,20,1,0,English,100,19,"some college credit, no degree"
0,46,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,male,1,0,1,1,30,1,0,English,1000,11,master's degree (non-professional)
1,27,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,1,9,1,0,English,0,8,"some college credit, no degree"
0,28,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,5,0,0,English,0,9,bachelor's degree
0,33,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,15,0,0,English,150,6,master's degree (non-professional)
0,36,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,8,1,0,English,200,48,"some college credit, no degree"
1,29,0,more than 1 million,United States of America,United States of America,,male,1,0,1,0,20,0,0,English,20,8,bachelor's degree
0,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,0,0,12,0,0,English,600,20,bachelor's degree
0,33,0,more than 1 million,United States of America,United States of America,Not working and not looking for work,male,1,0,1,0,35,0,0,English,400,3,"some college credit, no degree"
0,17,0,more than 1 million,Philippines,Philippines,Not working and not looking for work,male,0,0,1,0,4,0,0,English,0,8,high school diploma or equivalent (GED)
0,26,1,more than 1 million,United Kingdom,United Kingdom,Employed for wages,male,0,0,1,0,30,0,0,English,10000,1,high school diploma or equivalent (GED)
1,24,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,1,0,15,0,0,English,30,18,"some college credit, no degree"
0,52,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,4,0,0,English,330,60,"some college credit, no degree"
1,23,0,"between 100,000 and 1 million",Poland,Poland,Not working but looking for work,female,0,0,1,0,12,0,0,Polish,0,20,bachelor's degree
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,10,0,0,English,100,12,bachelor's degree
0,19,0,more than 1 million,Nigeria,Nigeria,,male,0,0,0,0,40,0,0,English,100,3,high school diploma or equivalent (GED)
0,30,0,more than 1 million,United States of America,,Employed for wages,male,1,0,1,0,15,0,0,English,600,7,"professional degree (MBA, MD, JD, etc.)"
0,38,0,"less than 100,000",United States of America,United States of America,A stay-at-home parent or homemaker,female,1,1,1,0,10,0,0,English,500,12,"professional degree (MBA, MD, JD, etc.)"
0,27,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,120,7,bachelor's degree
0,32,0,more than 1 million,United Kingdom,United Kingdom,Employed for wages,male,0,0,1,0,20,0,0,English,100,6,master's degree (non-professional)
1,40,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,15,0,0,English,0,12,bachelor's degree
0,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,15,1,0,English,5000,16,"some college credit, no degree"
0,33,0,more than 1 million,United States of America,Canada,Self-employed business owner,male,1,1,1,0,20,0,0,English,1200,36,associate's degree
0,39,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,male,1,0,1,0,50,0,0,English,500,6,"some college credit, no degree"
0,28,0,more than 1 million,New Zealand,Australia,Employed for wages,female,1,1,1,0,15,1,0,English,2800,16,bachelor's degree
0,,0,,,,,,,,,,20,,,,,12,
1,32,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,1,65,1,0,Portuguese,9000,18,high school diploma or equivalent (GED)
0,35,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,1,1,0,5,1,0,English,50,4,master's degree (non-professional)
0,27,0,more than 1 million,United States of America,United States of America,Not working but looking for work,male,1,0,1,0,30,1,0,Spanish,30,6,bachelor's degree
1,25,0,"between 100,000 and 1 million",Argentina,Argentina,Employed for wages,male,0,1,0,0,15,0,0,Spanish,100,24,"some college credit, no degree"
0,30,0,more than 1 million,United States of America,United States of America,Not working but looking for work,male,1,0,1,0,25,1,0,English,20,2,"some college credit, no degree"
0,27,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,,0,0,English,150,24,bachelor's degree
0,35,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,15,0,0,English,200,13,bachelor's degree
0,29,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,5,1,0,English,250,12,"some college credit, no degree"
0,18,0,more than 1 million,United States of America,United States of America,,agender,0,0,1,0,40,1,0,English,1000,192,some high school
0,36,0,more than 1 million,United Kingdom,United Kingdom,,male,1,0,0,0,15,1,0,English,1500,3,master's degree (non-professional)
0,23,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,female,0,0,1,0,4,1,0,English,0,3,"some college credit, no degree"
0,41,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,30,1,0,English,2000,36,bachelor's degree
0,38,0,more than 1 million,Canada,Canada,Employed for wages,male,1,1,1,0,2,1,0,French,0,2,bachelor's degree
0,43,0,more than 1 million,Australia,Australia,Employed for wages,male,0,1,1,0,4,0,0,English,300,12,"professional degree (MBA, MD, JD, etc.)"
0,30,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,0,5,bachelor's degree
0,27,0,"less than 100,000",Botswana,United States of America,Employed for wages,male,1,1,1,0,25,1,0,English,700,3,some high school
0,18,0,more than 1 million,Philippines,Philippines,Not working but looking for work,male,0,0,0,0,4,0,0,Tagalog,0,12,high school diploma or equivalent (GED)
0,46,0,more than 1 million,United States of America,United States of America,Self-employed business owner,male,1,1,1,0,24,1,0,Spanish,600,6,bachelor's degree
0,32,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,1,1,1,60,0,1,English,750,4,"some college credit, no degree"
1,32,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,1,1,0,60,0,0,English,1000,36,"professional degree (MBA, MD, JD, etc.)"
0,33,0,"between 100,000 and 1 million",United States of America,United States of America,A stay-at-home parent or homemaker,female,1,1,1,0,10,0,0,English,0,3,bachelor's degree
0,56,1,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,10,0,0,English,10000,6,bachelor's degree
0,39,0,more than 1 million,Philippines,Korea South,Employed for wages,male,0,1,1,0,3,0,0,Cebuano (Visayan),250,3,"professional degree (MBA, MD, JD, etc.)"
0,25,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,8,0,0,English,0,2,bachelor's degree
0,45,0,"less than 100,000",Canada,Canada,Employed for wages,female,0,0,1,0,35,0,0,English,350,12,bachelor's degree
0,20,0,"between 100,000 and 1 million",,India,Not working and not looking for work,female,0,0,1,0,6,0,0,Bengali,0,20,high school diploma or equivalent (GED)
0,33,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed business owner,male,1,0,1,1,30,1,0,Spanish,3000,7,bachelor's degree
0,33,0,"between 100,000 and 1 million",United States of America,United States of America,,male,1,1,1,1,10,1,0,English,150,9,"some college credit, no degree"
0,33,1,more than 1 million,United States of America,United States of America,Not working but looking for work,female,1,1,1,0,50,0,0,English,12000,3,bachelor's degree
1,25,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,genderqueer,1,1,1,0,15,0,0,English,0,40,bachelor's degree
1,28,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,10000,120,bachelor's degree
0,52,1,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,0,0,0,40,0,0,English,,6,"some college credit, no degree"
0,28,1,"less than 100,000",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,15,0,0,English,26000,9,bachelor's degree
1,26,1,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,60,0,0,English,300,18,master's degree (non-professional)
0,57,0,"between 100,000 and 1 million",Canada,Canada,,female,0,1,1,0,15,0,0,English,0,6,associate's degree
0,36,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,5,1,0,English,25,12,high school diploma or equivalent (GED)
0,25,0,"between 100,000 and 1 million",Canada,Canada,Not working but looking for work,female,0,0,1,0,20,0,0,English,300,5,bachelor's degree
0,41,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,1,1,0,8,0,0,English,500,99,"some college credit, no degree"
0,40,0,more than 1 million,United States of America,United States of America,,male,1,0,1,0,40,0,0,English,2000,24,bachelor's degree
1,32,0,more than 1 million,Ukraine,United States of America,Self-employed freelancer,male,1,0,1,0,35,0,0,Russian,24,180,bachelor's degree
0,43,0,"less than 100,000",Australia,New Zealand,Employed for wages,female,1,1,0,0,15,1,0,English,200,6,bachelor's degree
0,15,,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,0,0,1,0,1,0,0,Russian,0,50,some high school
0,31,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,25,0,0,English,350,18,"some college credit, no degree"
0,21,0,"less than 100,000",United States of America,United States of America,,female,1,0,1,0,4,0,0,English,100,3,"some college credit, no degree"
0,43,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,1,0,6,0,0,English,2500,6,"trade, technical, or vocational training"
0,27,0,more than 1 million,Colombia,Colombia,Employed for wages,male,0,0,1,0,14,0,0,Spanish,0,36,"trade, technical, or vocational training"
1,21,0,more than 1 million,Nigeria,Nigeria,,male,1,0,0,0,42,1,0,Yoruba,300,5,bachelor's degree
0,24,0,more than 1 million,Australia,Australia,Employed for wages,male,0,0,1,0,15,0,0,English,200,12,bachelor's degree
1,23,0,"between 100,000 and 1 million",Bangladesh,Bangladesh,Self-employed freelancer,male,0,0,1,0,40,0,0,Bengali,50,48,bachelor's degree
0,27,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,0,48,bachelor's degree
0,29,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,1,1,0,20,0,0,English,0,204,Ph.D.
0,49,1,more than 1 million,France,United States of America,Not working but looking for work,female,0,0,1,0,60,1,0,French,9000,7,master's degree (non-professional)
0,24,0,more than 1 million,Canada,Canada,Employed for wages,male,0,1,1,0,10,1,0,English,0,6,high school diploma or equivalent (GED)
0,21,0,"between 100,000 and 1 million",United States of America,United States of America,Not working and not looking for work,male,0,0,0,0,2,1,0,Spanish,0,3,associate's degree
0,18,0,more than 1 million,South Africa,South Africa,,male,0,0,1,0,20,1,0,English,0,12,high school diploma or equivalent (GED)
0,34,1,"less than 100,000",Romania,United States of America,Self-employed business owner,male,0,0,1,0,16,1,0,English,15000,4,"some college credit, no degree"
1,56,0,"less than 100,000",Germany,Germany,Employed for wages,male,0,1,1,1,2,0,0,German,2000,33,"some college credit, no degree"
0,33,1,more than 1 million,Canada,Canada,Not working but looking for work,male,1,0,1,0,10,1,0,Italian,0,6,bachelor's degree
0,31,0,"between 100,000 and 1 million",Kenya,Switzerland,Employed for wages,male,0,0,1,0,12,1,0,,,,bachelor's degree
0,19,0,"less than 100,000",Philippines,Philippines,Not working but looking for work,female,0,0,0,0,5,0,0,Tagalog,0,9,"some college credit, no degree"
0,32,1,more than 1 million,United States of America,United States of America,Self-employed business owner,male,1,1,1,0,6,1,1,English,250,12,bachelor's degree
0,23,0,"between 100,000 and 1 million",India,India,Not working but looking for work,male,0,0,0,1,15,0,0,Telugu,0,3,bachelor's degree
0,15,0,"between 100,000 and 1 million",India,India,Not working and not looking for work,male,0,0,0,0,20,0,0,English,0,5,no high school (secondary school)
0,20,0,"between 100,000 and 1 million",India,India,Not working but looking for work,male,0,0,1,0,20,,0,Hindi,0,15,"some college credit, no degree"
0,33,0,"between 100,000 and 1 million",Ukraine,Ukraine,Employed for wages,male,0,0,1,0,14,0,0,Russian,100,16,bachelor's degree
1,24,0,"between 100,000 and 1 million",Poland,Poland,Employed for wages,male,1,1,1,0,10,0,0,Polish,0,120,no high school (secondary school)
1,33,0,more than 1 million,Slovenia,Austria,Employed for wages,male,0,1,1,0,15,0,0,Slovenian,300,36,master's degree (non-professional)
0,34,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Employed for wages,male,1,1,1,0,15,0,0,English,0,48,"trade, technical, or vocational training"
0,23,0,more than 1 million,United Kingdom,United Kingdom,Employed for wages,female,0,0,1,0,10,0,0,English,36,6,bachelor's degree
0,25,0,more than 1 million,India,India,,female,0,0,1,0,8,1,0,Malayalam,0,2,bachelor's degree
0,32,0,more than 1 million,France,Russia,Not working but looking for work,male,1,1,1,0,40,1,0,French,1000,6,bachelor's degree
1,40,0,"between 100,000 and 1 million",Germany,Germany,Employed for wages,male,1,1,1,0,15,0,0,German,0,380,"professional degree (MBA, MD, JD, etc.)"
0,20,0,more than 1 million,United States of America,Hong Kong,Not working but looking for work,male,1,0,1,0,10,1,0,English,100,30,high school diploma or equivalent (GED)
0,40,0,"between 100,000 and 1 million",France,Germany,Employed for wages,male,0,1,1,0,14,0,0,French,500,12,master's degree (non-professional)
0,30,0,"less than 100,000",United States of America,Ireland,Not working but looking for work,male,1,0,1,0,40,0,0,English,0,200,associate's degree
0,19,0,"less than 100,000",Belgium,Belgium,Not working and not looking for work,male,0,0,1,0,2,0,0,Dutch,0,18,no high school (secondary school)
0,31,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,1,1,0,10,1,0,English,100,12,"some college credit, no degree"
0,37,0,"between 100,000 and 1 million",,,A stay-at-home parent or homemaker,female,0,0,1,0,5,1,0,English,1600,8,master's degree (non-professional)
0,70,0,more than 1 million,United States of America,United States of America,Not working but looking for work,male,1,1,1,0,20,0,0,English,250,30,master's degree (non-professional)
0,32,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,5,1,0,English,1000,12,associate's degree
0,27,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,3,0,0,English,0,1,"professional degree (MBA, MD, JD, etc.)"
0,30,0,more than 1 million,Poland,Poland,Not working and not looking for work,female,0,0,1,0,20,0,0,Polish,0,8,master's degree (non-professional)
1,33,0,more than 1 million,United States of America,Israel,Employed for wages,male,1,1,1,0,10,0,0,English,0,14,"professional degree (MBA, MD, JD, etc.)"
0,27,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,24,0,0,English,100,2,bachelor's degree
1,23,0,more than 1 million,Canada,Canada,Employed for wages,male,0,1,1,0,2,0,0,English,0,12,"trade, technical, or vocational training"
1,22,0,"between 100,000 and 1 million",Germany,Germany,,trans,0,0,1,0,7,0,0,German,100,96,high school diploma or equivalent (GED)
1,22,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,12,1,0,English,100,36,bachelor's degree
1,24,1,,United States of America,,Employed for wages,male,0,0,1,1,40,0,0,English,,18,"some college credit, no degree"
0,42,0,more than 1 million,United Kingdom,Japan,Employed for wages,male,1,1,1,0,10,1,0,English,0,36,master's degree (non-professional)
0,31,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,5,0,0,English,300,240,master's degree (non-professional)
1,26,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,3,0,0,English,0,36,bachelor's degree
0,24,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,7,0,0,English,100,6,master's degree (non-professional)
0,29,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,6,0,0,English,1000,6,bachelor's degree
0,25,0,more than 1 million,India,India,Employed for wages,male,0,,,,,0,,Hindi,,,master's degree (non-professional)
1,21,0,more than 1 million,India,India,,male,0,0,1,0,15,0,0,Tamil,0,20,bachelor's degree
1,58,0,,Germany,Germany,Self-employed freelancer,male,0,1,1,1,5,,0,German,10000,200,master's degree (non-professional)
0,31,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,0,0,0,0,0,0,0,English,1000,36,bachelor's degree
1,29,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,500,50,bachelor's degree
1,30,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,6,0,0,English,500,120,associate's degree
0,46,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,2500,24,"some college credit, no degree"
1,25,0,more than 1 million,United Kingdom,United Kingdom,Employed for wages,male,0,0,1,0,5,0,0,English,0,36,master's degree (non-professional)
1,,0,more than 1 million,Australia,Korea South,Employed for wages,male,1,0,1,0,2,0,0,Korean,2000,20,bachelor's degree
0,41,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,1800,18,"professional degree (MBA, MD, JD, etc.)"
0,26,0,"between 100,000 and 1 million",Canada,Canada,Not working but looking for work,male,1,0,1,,30,0,0,English,,12,bachelor's degree
0,36,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,1,10,0,0,English,500,6,bachelor's degree
1,43,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,1,1,0,4,0,0,English,20000,145,master's degree (non-professional)
0,32,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,1,1,1,0,15,1,0,English,900,24,bachelor's degree
0,25,1,more than 1 million,United States of America,United States of America,Not working but looking for work,male,0,1,1,0,70,0,0,English,8500,6,bachelor's degree
0,49,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,1,1,0,30,1,0,English,5000,12,"some college credit, no degree"
0,20,0,more than 1 million,India,India,,male,0,0,0,0,10,0,0,Tamil,0,10,some high school
0,36,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,1,1,0,English,500,36,bachelor's degree
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,7,0,0,English,50,6,bachelor's degree
0,33,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,40,0,0,English,7000,5,bachelor's degree
0,31,1,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,1,1,1,0,50,0,0,English,3000,4,bachelor's degree
0,32,0,more than 1 million,United States of America,United States of America,Not working but looking for work,male,0,0,1,0,25,0,0,English,300,8,bachelor's degree
0,31,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,male,1,0,1,0,30,0,0,English,800,3,"professional degree (MBA, MD, JD, etc.)"
1,52,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,6,0,0,English,3000,45,master's degree (non-professional)
1,31,0,more than 1 million,Spain,Spain,Employed for wages,male,1,0,1,0,8,0,0,Spanish,160,84,master's degree (non-professional)
0,32,0,more than 1 million,United States of America,Austria,Employed for wages,female,0,0,1,0,10,0,0,English,0,3,bachelor's degree
0,22,0,"less than 100,000",Denmark,Denmark,Employed for wages,male,1,0,1,0,15,0,0,English,100,6,"some college credit, no degree"
0,60,1,"between 100,000 and 1 million",United States of America,United States of America,Retired,male,1,0,0,1,10,1,0,English,0,16,associate's degree
0,16,0,"less than 100,000",Israel,Israel,Not working and not looking for work,female,0,0,0,0,3,1,0,English,35,12,no high school (secondary school)
0,46,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,18,0,0,English,3000,36,"some college credit, no degree"
0,25,1,"between 100,000 and 1 million",United States of America,,,male,0,0,1,0,50,0,0,English,180000,6,bachelor's degree
0,31,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,2,0,0,English,500,180,"some college credit, no degree"
0,36,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,1,1,0,40,0,0,English,50,24,bachelor's degree
0,45,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,30,1,0,Spanish,17000,10,"trade, technical, or vocational training"
0,26,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,40,0,0,English,0,3,bachelor's degree
1,37,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,20,1,0,English,500,280,bachelor's degree
0,64,0,"less than 100,000",Canada,Canada,Retired,female,0,0,1,0,5,0,0,English,30,20,bachelor's degree
1,22,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,6,1,0,English,120,24,"some college credit, no degree"
1,27,0,"less than 100,000",United States of America,United States of America,Self-employed business owner,male,1,0,1,0,5,1,0,Spanish,125,13,high school diploma or equivalent (GED)
0,20,0,"between 100,000 and 1 million",India,India,Not working but looking for work,female,0,0,0,0,4,1,0,Hindi,,12,some high school
0,44,0,"less than 100,000",Spain,Spain,Self-employed freelancer,male,0,0,1,1,4,0,0,Spanish,0,4,bachelor's degree
0,38,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,0,4,bachelor's degree
0,19,0,"between 100,000 and 1 million",India,India,Not working and not looking for work,male,0,0,1,0,,0,0,Telugu,10,12,bachelor's degree
1,36,0,more than 1 million,Chile,Chile,Employed for wages,male,1,0,1,0,25,0,0,Spanish,20,60,bachelor's degree
0,30,0,more than 1 million,Spain,Sweden,Employed for wages,female,0,0,1,0,15,0,0,Spanish,150,3,master's degree (non-professional)
0,28,0,"less than 100,000",United States of America,United States of America,Self-employed freelancer,male,1,0,1,0,15,0,0,English,500,24,master's degree (non-professional)
1,24,0,more than 1 million,India,United States of America,Employed for wages,male,0,0,1,0,10,1,0,Hindi,100,24,bachelor's degree
1,27,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,18,0,0,English,200,12,"some college credit, no degree"
0,35,0,more than 1 million,United States of America,United States of America,Not working and not looking for work,male,0,0,1,0,20,0,0,English,300,4,bachelor's degree
0,25,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,30,1,0,Amharic,1000,18,"some college credit, no degree"
0,37,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,2,0,0,English,300,12,associate's degree
1,29,0,more than 1 million,Brazil,Brazil,Not working but looking for work,male,1,0,1,1,10,1,0,Portuguese,450,3,"trade, technical, or vocational training"
0,21,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,,0,0,English,0,3,"some college credit, no degree"
1,26,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,8,0,0,English,,60,master's degree (non-professional)
1,25,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed business owner,male,1,1,1,0,15,0,0,English,0,144,"trade, technical, or vocational training"
0,20,0,"between 100,000 and 1 million",India,India,,male,1,0,1,0,28,0,0,Hindi,0,3,bachelor's degree
0,19,0,more than 1 million,Bulgaria,Denmark,Employed for wages,male,0,0,0,0,20,0,0,English,400,30,"some college credit, no degree"
0,32,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,300,3,associate's degree
0,32,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,1,0,21,0,0,English,180,23,bachelor's degree
